contextID,citationID,CONTENTS,LABELS
72730981,73898108,"he phrase models. As a result, phrase models are often larger than word models. This problem is solved by the method of class modeling. A class model is smaller than a word model (Brown et al., 1992; =-=Kneser and Ney, 1993-=-; Mori et al., 1998). A vocabulary size of a phrase model can be decreased by clustering the words and phrases in the vocabulary using the algorithm in Figure 2. Figure 4 shows our procedure of combin",UNK_UNK
73082171,74329810,dependent jobs with multiple exchanges). Given a set of jobs and a set of processors one of the question a multi-processor scheduling algorithm has to answer is how jobs can be assigned to processors =-=[8]-=-. We distinguish two classes of multi-processor scheduling: ,UNK_UNK
13235432,12356503,rning algorithm and vice-versa. A similar strategy was used to show the equivalence of the mistake bounded learning model with the model for learning by posing a bounded number of equivalence queries =-=[14]-=-. Let A be an algorithm for learning C from example based queries. We derive a mistake bounded learning algorithm B as follows: Algorithm B 1. simulate A until it outputs a hypothesis ?0 as its query ,UNK_UNK
1105094,1034006,"ic active contours. We explore some possibilities in the Applications section. C. Implementation Issues We implemented the geometric active contour of (21) using the narrow band approach described in =-=[28]-=-. Rebuilding the narrow band when the contour hits the narrow band boundary is calculated using the fast marching algorithm described in [29, 30]. To assure the stability of the algorithm, the rigid f",UNK_UNK
16998539,15883700,"ning algorithm on several training sequences sampled from the bootstrap distribution defined on the original training sequence S; as done in bagging (Breiman, 1996). Another possibility, is to boost (=-=Freund and Schapire, 1997-=-) the base learning algorithm by adaptively re-weighting a distribution defined on the training sequence S. 5.1 Stochastic Averages and Majority-Votes of Set Covering Machines The perceptron learning ",UNK_UNK
13564080,12655809,"d'unemanierereactive,nousallonsdoncutiliserunautre planieenpermanence,enparalleleal'execution,entenantcomptedesinformationsacquisesaucoursdecettederniere.Dansuncontexteunpeudierent,il aeteamelioredans=-=[TashetRussell94]-=-,ameliorationquenousdecrironsparla lesdierencessontlessuivantes. suite.Parrapportal'algorithmedegenerationentempscontraintengure4.7 cution,etunplanPt+1encoursdegeneration.Lebutduplanicateurestde model",UNK_UNK
143233353,162375210,"ength (such as the co-expression data used in this study). As an algorithmic problem, network alignment is clearly more challenging than sequence alignment, which can be solved by dynamic programming =-=[16, 17]-=-. Already simpler problems such as matching two graphs by determining the largest common subgraph are NP -hard [18], which implies there is probably no polynomial-time algorithm. We have developed an ",UNK_UNK
31810845,31143604," data analysis [141, 126] A further unsupervised approach to determine a compact representation of a larger potentially high dimensional data space is given by the Neural Gas network as introduced in =-=[94]-=-.3.4 Neural GAS 28 3.4 Neural GAS The Neural Gas algorithm is a type of vector quantizer. In contrast to SOM, no topology of a fixed dimensionality is imposed on the network further the method gives ",UNK_UNK
128085579,145063054,"assessment. SIFT correspondence for structure matching and the top-down SSIM correspondence for each pixel, we obtain a high quality image retargeting assessment value using the algorithm proposed in =-=[101]-=-. The above-mentioned objective image assessment method has two distinct features in applying the proposed PMJ computational cognition model. First, we take the hypothesis in [102]: the human visual s",UNK_UNK
37954963,39399257,"st path optimization problem. The objective function may be number of hops, cost, delay, or some other metric that corresponds to a numeric sum of the individual link parameters along a selected path =-=[10]-=-. Efficient algorithms (Dijkstra and Bellman",UNK_UNK
11874059,11123970,"ation for 3-anonymity in [3]). In a minimization framework, a p-approximation algorithm guarantees that the cost C of its solution is such that C/C ? ? p, where C ? is the cost of an optimal solution =-=[13]-=-. Both heuristics and approximation algorithms do not guarantee the minimality of their solution, but while we cannot perform any evaluation on the result of a heuristic, an approximation algorithm gu",UNK_UNK
13340744,12451790,"ification/mixtures, high uncertainties in input reflectance data or algorithm limitations, a backup algorithm is utilized to produce LAI values based upon the empirical relation between NDVI and LAI [=-=Myneni et al., 1997-=-]. [10] For this analysis, the latest version of MODIS global LAI from February 2000 through December 2003 at 16-km resolution was taken to characterize the global vegetation activity, such as seasona",UNK_UNK
8030006,7672869,"upports a variety of processor families, communication channels and protocols. It provides a hybrid approach between library based interface instantiation [8] and synthesis from formal specifications =-=[9-=-] on the basis of object-oriented classification of architecture graph components.  The SPEA-algorithm for multi-objective optimization has been used for the design space exploration, see [6]. 4.1.3 V",UNK_UNK
134100941,152560039," Morgan et al. 2011; Zhdanov et al. 2011), non-linear inversion techniques such as genetic algorithms or simulated annealing (Hildebrand et al. 1998; GarciaAbdeslem 2000; Garcia-Abdeslem et al. 2001; =-=Garcia-Abdeslem 2008-=-) or the analytic signal method (Ortiz-Aleman & UrrutiaFucugauchi 2010) in the case of magnetic-field inversion. Loworder finite-element methods as in Zhang et al. (2004), Agarwal & Srivastava (2010) ",UNK_UNK
112220521,124600489,"applications and conduct deep security analysis. Winnowing, a fuzzing hashing technique that selects a subset of features from a program for analysis, has been widely used for code similarity analysis=-=[24]-=- and plagiarism detection[70]. However, the winnowing algorithm requires calculating set inclusion, which is expensive when comparing many features. A variety of approaches for static code clone detec",UNK_UNK
117500456,131624331,"real-time system utilizing many processors. Networks of workstations have been used successfully for parallel graphics algorithms with coarse granularity, such as volume rendering [19, 16], radiosity =-=[30, 14]-=-, and batch rendering of image sequences [17, 27]. We are not aware of any prior system that has achieved scalable intra-frame polygon rendering speedups via dynamic screen-space partitions using a cl",UNK_UNK
15729008,14667176,"ng set size. This represents a problem since only a few neural network applications will train near optimally for fixed implementations. The proposed algorithmic mappings are, with a few exceptions ( =-=[10, 11, 51]-=-), only theoretical studies. Moreover, some sophisticated methods are suggested but only implemented on small systems, e.g. 16 transputers [10]. 2.2.2.10 Summary of the Performance The training perfor",UNK_UNK
145694162,164404135,"l inference. Many models of interest, however, do not enjoy the properties required to take advantage of this easily derived algorithm. Such nonconjugate models1 include Bayesian logistic regression (=-=Jaakkola and Jordan, 1997-=-), Bayesian generalized linear models (Wells, 2001), discrete choice models (Braun and McAuliffe, 2010), Bayesian item response models (Clinton et al., 2004; Fox, 2010), and nonconjugate topic models ",UNK_UNK
88076940,92415582, diseases. In this section we will discuss current molecular simulation research. 9 Figure 1.5: The motion of an ethane molecule determined by FRODA. (b) is the ghost template. Figure reproduced from =-=[24]-=-. FRODA FRODA (framework rigidity optimized dynamic algorithm) was developed at Arizona State University and is a computational method to explore the flexibility of proteins. The algorithm first deter,UNK_UNK
30498624,29810859," the bottom level. The images at the higher levels also contain fewer higher frequency components reducing the number of local minima in data term. A related approach is to use a multi-grid algorithm =-=[16]-=- where estimates of the flow are passed both up and down the hierarchy of approximations. The major limitation of many coarse-to-fine algorithms, however, is the tendency to over-smooth fine structure",UNK_UNK
43216205,44402553,"at the primal version of this particular FETI algorithm gives a method same as BDD. The proof of equality of eigenvalues of BDD and FETI was given just recently in more abstract framework by Fragakis =-=[19]-=-. Mandel, Dohrmann, and Tezaur [34] have proved that the eigenvalues of BDDC and FETI-DP are identical and they have obtained a simplified and fully algebraic version (i.e., with no undetermined const",UNK_UNK
179808170,207612523,"ased materials. Techniques such as artificial neural networks (Kim et al., 2004; Lee, 2003), evolutionary algorithms (Jayarama et al., 2009; Nazari, 2013; Tsai and Lin, 2011), fuzzy sets and systems (=-=Bohlooli et al., 2012-=-; Demir, 2005), hybrid systems (Akkurt et al., 2004; Reza et al., 2013) are just a few examples among others. The aforementioned techniques are not adequate for the present study due to the nature and",UNK_UNK
9058533,8598789,"polynomial time learning algorithm does not exist. We introduce a notion of reducibility between query learning problems needed for the proof. Using previous negative results for Monotone DNF formula =-=[2, 6]-=- the lower bound for learning minor closed graphs classes using inly equivalence can be pushed up to \\Omega\\Gamma n log n ). In the next section we will review the definitions and results of the theor",UNK_UNK
165855687,187647591,"nd Wireless Communications, 2013 (ISSN: 2225-658X) A Dual StripesApartment Block 10sm 10sm 10sm 10sm 10 m 10 m 10sm 10sm A MacrosCell SitesUE Figure 1. Two-tier dense urban macro-femtocellsdeployment =-=[19]-=- [21].s3.3 Proportional Fair SchedulingsThe proportional fair (PF) schedulingsalgorithm is based on maximizing thesscheduling metric, i.e. for any RB j insany TTI  , the PF scheduler schedulessonly t",UNK_UNK
74093954,75616126,"ans local iterative algorithm by a well-chosen initialization that provides a guaranteed upper-bound on the optimal partition. This quantum leap for k-means was discovered by Arthur and Vassilvitskii =-=[2]-=- and later extended to Bregman divergences by Nock et al. [12]. We describe the initialization procedure of Bregman 2-means++ for a set S. First, draw uniformly at random the seed cl (cluster ",UNK_UNK
9500692,8996120,ing [12] and the telecommunication [31] research communities. Various researchers have addressed a wide variety of topics ranging from multicast switching in the Asynchronous Transfer Mode (ATM) (see =-=[3]-=-[32] for example) and network-level multicast path finding and routing algorithms (see [8][17][33] for example). Multicasting has been studied in the context of single-hop optical networks by Borella ,UNK_UNK
7510370,7179929,"less expensive. In our algorithm, the negative curvature direction is computed via the strict connections between the CG and Lanczos methods (see Section 2 of Stoer, 1983, and Gould, Lucidi, Roma and =-=Toint, 1997-=-). To be more precise, we recall that after m iterations, the Lanczos algorithm generates m vectors q 1 ; : : : ; q m , the Lanczos vectors, and the scalars fl 1 ; : : : ; fl m and ffi 1 ; : : : ; ffi",UNK_UNK
9349952,8861664,"tic Slice thereby removing such `irrelevant information'. Slicing has been applied to algorithmic debugging [13], testing[1, 8], integration[11], parallel execution[22], maintenance[6] and measurement=-=[17, 15]-=-. The concept of program slicing was first introduced by Weiser[21, 22]. A wide variety of slicing paradigms have been proposed, each based upon a formulation of the slicing criterion (which captures ",UNK_UNK
5505310,5326835,"itely-divisible loads. They observed that the dierence between the maximum and minimum load over all nodes of the network (called the discrepancy) would eventually fall to at most d. Hosseini et al. [=-=8-=-] and Plaxton [14] independently conrmed this observation by providing algorithms which, after d steps, reduced the discrepancy to at most d. Ghosh and Muthukrishnan [7] and Ghosh et al. [6] studied t",UNK_UNK
131452003,149700092,"ber of clusters to be known a priori. Because in many cases the number of clusters is not known in advance, additional validation studies are used tosnd the optimal partitioning of the data [6], [8], =-=[11]-=-, [16]. In this paper, we propose an algorithm for partitional clustering that minimizes the within cluster scatter with a constraint on the cluster variance. Accordingly, in contrast to many other cl",UNK_UNK
143934143,162946955,"e sound speed is constant or is slightly diverse, then it makes sense to use the domain decomposition Method. Parallel versions of the domain decomposition method were proposed rather a long time ago =-=[22, 23]-=- and recently algorithms with graphics accelerators have been offered[24]. In this paper, the domain decomposition method based on the Schur complement will be used for decreasing the number of arithm",UNK_UNK
139661751,159149833,"rature focus on scenarios where the learner can exploit some specific structure of the given experts h1, . . . , hp or where these experts are trained at the same time as the ensemble learner itself (=-=Grubb et al., 2013-=-; Payet & Todorovic, 2010; Tu & Bai, 2010). For example, weak predictors used in the StructuredSpeedBoost algorithm of Grubb et al. (2013) have a very specific structure based on special selection and",UNK_UNK
37811185,39232007,"in in terms of compactness (homogeneity) of the clusters. In these algorithms, a decision tree is constructed based only on the local splitting criteria at each node like the supervised decision tree =-=[11]-=-. Also, the clustering algorithms in [4, 12, 10, 2] do not operate in the online adaptive mode. With a given tree topology, a stochastic approximation of the data distribution through deterministic an",UNK_UNK
111839480,124131933," for specializing constraint logic programs. It will be enough to say that the termination of the specialization algorithm is ensured by the fact that, similarly to the widening operator presented in =-=[6]-=-, our generalization operator guarantees that during specialization only a finite number of new predicates is introduced. Thus, we have the following result. Theorem 2 (Termination and Correctness of ",UNK_UNK
6215540,5994403,"thms 2 make use of a vertical decomposition scheme. Since it was reported that using vertical decompositions of spherical planar maps in the context of molecular modelling leads to numerical problems =-=[13]-=-, we decided to search for a data structure which does not distinguish a specific direction. Again, we are not aware of an implementation of any of these algorithms for non-linear input objects. 1.3 O",UNK_UNK
9642545,9120419,"lson Theoretical Division Los Alamos National Laboratory Los Alamos, N.M. 87545 Email: asp@receptor.lanl.gov 1 Introduction Natural immune systems provide an excellent example of emergent computation =-=[5]-=-, in which adaptation operates at the local level and useful behavior (e.g., recognizing antigens) emerges at the global level. We are developing several algorithms based on the immune system's abilit",UNK_UNK
10516429,9909918,"ch tools. Thermodynamic parameters are available for predicting the \\DeltaG of a given RNA structure (Freier et al., 1986; Serra et al., 1995). The Zuker algorithm (implemented in the programs MFOLD (=-=Zuker, 1989-=-a) and ViennaRNA (Schuster et al., 1994)) is an efficient dynamic programming algorithm for identifying the globally minimal energy structure for a sequence, as defined by such a thermodynamic model (",UNK_UNK
141836877,161226076,"the unbiasedness property for the estimator of the rare event probability. Let us now review the results known from the literature on AMS. As mentioned above, the AMS algorithm has been introduced in =-=[4, 5]-=-, where it is proven that their estimator p?n,k indeed converges almost surely to p (in the limit n ? ?). A central limit theorem is also provided, in the asymptotic regime where kn = p0 is fixed. In ",UNK_UNK
8130693,7764132,"particular, it is used as a subroutine in designing approximation algorithm for a class of combinatorial optimization problems, via a divide-and-conquer approach, see Leighton and Rao [11] and Shmoys =-=[1-=-5]. So far, the best result for (GBP) in the literature is due to Leighton and Rao [10]. They show that there exists a polynomial algorithm forsnding a b-balanced cut with b = 1 3 of value O(logn)  w ",UNK_UNK
54279953,54792132,"losest homologue of hsENOSF1b and drENOSF1b with a solved structure and known biochemical activity is fuconate dehydratase (FucD, [PDB:1YEY]) from the plant pathogenic bacteria Xanthomonas campestris =-=[12]-=-. Alignments of protein sequence with the bl2seq algorithm show that hsENOSF1b and drENOSF1b are 51% and 54% identical to FucD, respectively. MUSCLE alignment of hsENOSF1b, drENOSF1b, and FucD protein",UNK_UNK
34812299,34922014,"s converting these equations to Boolean expressions in Conjunctive Normal Form (CNF) [4] and deploying various SAT-solver programs. Other strategies include the XL family [12,11], the recent MutantXL =-=[15,25]-=-, ElimLin [8] and the Raddum-Semaev [27] algorithms. We focus on SAT-solver based methods in this paper. From now on we will work only with the field GF(2). To solve such polynomial system by SAT solv",UNK_UNK
4252629,4115992,"f the compaction algorithms, there are dierent techniques available for this transformation. AGD constructive heuristics include longest path-based orsow-based compaction with rectangular dissection [=-=Tam87-=-] and twosow-based compaction techniques based on the property of turn-regularity [BDD + 00]. For the improvement phase, AGD oers iterative application of compaction with longest path orsow computatio",UNK_UNK
17154627,16034386,"ess than 1/2 second. 1 Introduction When a dense cloud of points is sampled from a surface, a number of algorithms are known to reconstruct a nearby surface from the samples (e.g. [8, 9, 18], [1, 2], =-=[5, 6]-=- to name just a few). Most recently, the direct manipulation and display of such clouds has become feasible [17, 15], aided by a technique that uses the point cloud as an attractor to locally enrich t",UNK_UNK
16010380,14931328,ship to the block. Until the block is full. Until all objects are assigned blocks. Figure 2: Cactis clustering algorithm [HUDS89] This clustering algorithm is also implemented in the Zeitgeist system =-=[FORD88]-=-. The Cactis clustering algorithm is a static algorithm since it is periodically used to recluster the database when the database is idle. This implies that the database is not clustered on the first ,UNK_UNK
8034167,7676557,"ters [29]. The 3-opt algorithm uses the following standard speed-up techniques: It (i) restricts the set of moves which are examined to those contained in a candidate list of the 40 nearest neighbors =-=[2, 16, 24]-=-; (ii) it performs a fixed radius nearest neighbor search [2] and uses don't look bits associated with each node [2]. Before applying 3-opt we set all don't look bits off, that is all cities are consi",UNK_UNK
11043380,10382198,"y (Yedidia et al., 2001). However, belief propagation does not always converge, which motivates approaches that explicitly minimize the Kikuchi/Bethe free energy, such as CCCP (Yuille, 2002) and UPS (=-=Teh and Welling, 2002-=-). Here we describe a class of algorithms that solves this typicallysnon-convex constrained minimization problem through a sequence of convex constrained minimizations of upper bounds on the Kikuchi f",UNK_UNK
12060768,11289402,"ting D-Metric NSGA-II MOEA/D ZDT1 0.0050 0.0057 ZDT2 0.0049 0.0071 Instance ZDT3 0.0084 0.0233 ZDT4 0.0239 0.0080 ZDT6 0.0238 0.0067 In our experimental studies, the implementation of NSGA-II follows =-=[6]-=-. The population size N in both NSGA-II and MOEA/D is set to be 100 for all the test instances. Both algorithms stop after 25, 000 F -function evaluations. Initial populations are generated by uniform",UNK_UNK
17834505,16691750,"ot capture the fact that as learning progresses and rewards become expected, phasic bursts of DA no longer occur during reward but are instead transferred to an earlier stimulus that predicts reward (=-=Ljungberg, Apicella, & Schultz, 1992-=-), as implemented in temporal differences (TD) reinforcement learning algorithms (Sutton, 1988). The simple implementation in this model is sufficient for two reasons: a) the tasks are probabilistic, ",UNK_UNK
123611256,139231259,"aphson algorithm was combined with the conjugate gradient scheme to ensure global convergence. The successive over-relaxation method with Chebychev acceleration was used to invert the Jacobian matrix =-=[25]-=-. Marching in time was continued until a periodic steady state was reached. This normally required 100s of RF cycles. B. MC Simulation If ion flow is collisionless, the ion energy and angular distribu",UNK_UNK
85961174,89783467," optimization. The basic idea is to first chaotic optimization optimal particle groups of particles, and then chaos optimization results of random replacement of a particle in the particle population =-=[6]-=-. This treatment improved particle swarm optimization algorithm to get rid of the ability of local extreme point, to improve the speed and accuracy of the convergence of the algorithm. The simulation ",UNK_UNK
22960996,21866013,"ructions from enhanced modeling considerations. The paper is laid out as follows. In Section II, we briefly review the motivation and construction of the fully simultaneous CAV algorithm presented in =-=[17]-=-. In Section III, we present BICAV, the block-iterative derivation of CAV, which is the object of the present study. Section V contains a report of our experimental computational work with BICAV and c",UNK_UNK
57064559,57788902,"n though global optimization is not the primary objective of the NA, it has been shown to work well in this respect for both receiver function inversion (Sambridge, 1999a) and seismic event location (=-=Sambridge and Kennett, 2001-=-). The behavior of the search algorithm is controlled by two parameters, n s and n r (with ns Znr), where n s is the number of models tested at each iteration and nr is the number of Voronoi cells res",UNK_UNK
20441115,19240472," called Quadtree Structured Difference Pulse Code Modulation (QSDPCM) [15], while the fourth one is a still-image JPEG encoder [18]. Finally, the fifth application is a wavelet-based image compressor =-=[17]-=-. The second set of benchmarks is used for the considered 8-bit platform. It is composed by smaller applications, actually algorithmic kernels, that can be handled by the computational capabilities of",UNK_UNK
25954951,25137584,"ambros used a multicriterion evolutionary algorithm to search the design space for monohull forms optimized with respect to calm water powering and seakeeping [Zalek et al. 2006a, Zalek et al. 2006b, =-=Zalek 2007-=-]. Their experience in developing a multicriterion evolutionary algorithm was a starting point for this research. 1.5 Contribution of Research The proposed research project will serve to benefit the N",UNK_UNK
18724533,17550462,"f the surrounding loops iteration variables. We will focus on the code transformation phase of tiling and we will assume that dependency analysis and locality analysis have already been performed [10]=-=[9]-=-. Our algorithm usessstrip-mining and loop interchange on all memory hierarchy levels (cache and registers) to determine the tiles as usual, and, afterwards, and due to the special characteristics of ",UNK_UNK
99857301,107944631," in which there are few voters (the input models) and many candidates. They achieved positive results by implementing adapted implementations of two algorithms designed for that situation. Borda-fuse =-=[2]-=- awards a score to each document depending on its position in each input result set, with its final score being the sum of these. Condorcet-fuse [18] ranks documents based on a pairwise comparison of ",UNK_UNK
10532509,9924319,"n the bytes that queue i shouldhavesent, i.e., K \\DeltaQuantum i , and the bytes that queue i actually sends is bounded by Max + 2 \\Delta Quantum. The proof is similar to the proof of fairness of DRR =-=[SV94]-=-. Transforming SRR into a load sharing algorithm The corresponding load sharing algorithm works as follows. Each channel is associated with a Deficit Counter (DC), and a quantum of service, measured i",UNK_UNK
18277227,17119390,"rfaces, in subdivision surfaces, the control meshes do not have to have a regular rectangular structure. Subdivision algorithms can smooth out 2-manifold (or 2manifold with boundary) polygonal meshes =-=[44]-=-. An important property of subdivision surfaces is that they are a generalization of parametric surfaces. If the control mesh is organized as a regular rectangular structure, any parametric surface ca",UNK_UNK
3068494,2939122," in the service by making the ratios of delays or loss rates of different classes roughly constant. This type of service can be implemented through scheduling algorithms [4], [5], [6], [7], [8], [9], =-=[10]-=-, [11] and/or buffer management algorithms [5], [12]. Recent works have tried to combine the scheduling and dropping decisions in a single algorithm [13], [14]. Most scheduling and/or buffer managemen",UNK_UNK
169570391,192997719,"assalready been implemented [8], and the details will not be included in this report Currently, Munkres'salgorithm is the method that is most often used to solve sensor-to-sensor correlation problems =-=[9]-=-.s32sMULTIASSIGNMENT PROBLEMsAn alternative way of considering the generalized assignment problem, in which there are an unequalsnumber of people and jobs, is the multiassignment problem. The objectiv",UNK_UNK
21860400,20659449,"our algorithms to the submodular flow problem with crossing submodular functions. The only other polynomial cut canceling algorithm we know for SF is the most helpful total cut canceling algorithm of =-=[33]-=-. However that algorithm is provably not strongly polynomial [6], and it needs an oracle to compute exchange capacities for a derived submodular function which appears to be difficult to derive from a",UNK_UNK
138481322,157449627,"cation intensive data exchange step, which is typically allto-all. We create a benchmark that models the communication performed by the highly optimized low-communication 1D FFT kernel of Tang et al. =-=[8]-=-, [9]. We model only the communication performed in this algorithm to isolate the impact of endpoints; overall speedup to an FFT computation would be scaled proportional to the Amdahl fraction occupie",UNK_UNK
133509996,151903698,": Every limit point of the solution sequence created by Algorithm 2 is a KKT point of Problem (21). Proof: The proof is based on a convergence result for the maximum block improvement (MBI) algorithm =-=[43]-=-.We skip the description of MBI owing to space limitation, but point out key results and connections to our problem. MBI can be regarded as a variation of alternating optimization, where it selects to",UNK_UNK
21495973,20272443,"ht control over performance loss as well as takes the advantage of the sublinear performance slowdown. The new beta algorithm is based on an extension of the theoretical work developed by Yao et al. =-=[12]-=- and by Ishihara and Yasuura [13]. Via physical measurements, we will demonstrate the effectiveness of the beta algorithm when compared to several existing DVS algorithms for a number of applications.",UNK_UNK
30717611,30012618,"the conditional symmetry, and (iv) onditional symmetries commute with global symmetries. 5 Implementation We have implemented the algorithm described in Section 4, using the constraint solver Eclipse =-=[22]-=- to model CSPs and search for solutions, and using the GAP computational algebra package [23] to check for dominance. We ran the resulting code on problems from the graph-colouring class described in ",UNK_UNK
56300650,56972690,"focused on developing efficient approximations to maximum likelihood estimation (MLE). A number of learning algorithms have been developed for probabilistic relational models (see e.g. [4], [5], [6], =-=[7]-=-), among which the two most representative approaches are MLE and maximum pseudolikelihood estimation (MPLE). In domains where data instances are independent and identically distributed (i.i.d.), MPLE",UNK_UNK
62345651,63226924,"er of samples). Furthermore, their implementation requires from the user to specify a (hard to choose) termination criterion. Partitioning algorithms, amongst which k-means is the most popular method =-=[8]-=-, determine clusters using representatives such as centroids and medoids that are iteratively adjusted until a criterion is satisfied. This type of algorithms typically initialize k centers and iterat",UNK_UNK
37114489,38478531,"distributed prioritized gossip algorithm that leverages properties of a slight variation of the binary carry sequence [1], which also describes an optimal solution the classic Towers of Hanoi problem =-=[18, 11]-=-. 2 To aid the proof of our main performance theorems, we start by bounding the algorithm",UNK_UNK
25913381,25091047,"literature; for example, [20] refers to this representation as a binary spreadsheet of words in documents. We reduce the dimensionality by coalescing synonyms into a single bit sequence using WordNet =-=[16]-=-. Instead of using a stemming algorithm, we use base of a term provided by WordNet. In WordNet terminology the base of a term is also known as lemma. Better clusterings are reported in [10] when lemma",UNK_UNK
4357010,4216042,"Grandine [11] devised a stable evaluation algorithm. Dahmen and Micchelli [6] presented a thorough review of multivariate B-splines. From the point of view of blossoming, Dahmen, Micchelli and Seidel =-=[7]-=- proposed triangular B-splines which are essentially normalized simplex splines. In contrast to the theory, the application of multivariate simplex splines has not been explored extensively, because o",UNK_UNK
16081025,14999761,"s the simulation of arbitrary networks and supports multiple traffic types, as well as background traffic on each link. MCRSIM already implements many existing Steiner tree heuristics, including BSMA =-=[22]-=-, CAO [21], KPP [10], CDKS [16], and CKMB [17]. We implement our QDMR algorithm in the MCRSIM simulator and compare it to these other heuristics. 5 The code of QDMR is available at [1]. We consider ra",UNK_UNK
124430354,140321610,"ng interacts with the coreceptor N terminus (4, 8, 21, 38). There may be functional redundancy for the coreceptor N terminus if the V3 loop has an enhanced interaction with the coreceptor ECL2 region =-=(43)-=-. The V3 loop of gp120 is the primary determinant of coreceptor specificity (5, 37), and bioinformatics algorithms based on the V3 amino acid sequence have been developed to predict whether HIV-1 uses",UNK_UNK
46225179,47068176,"as well. Simple algorithmic models have been helpful in the extraction of the basic properties of various far-from-equilibrium phenomena, like diffusion limited growth [2], self-organized criticality =-=[3]-=- or surface roughening [4]. Motion and related transport phenomena represent a further characteristic aspect of non-equilibrium processes, including traffic models [5], thermal ratchets [6] or driven ",UNK_UNK
202896060,240957665,"algorithms in order to utilize all available resources, provide reasonably consistent download rates for all peers. 3. Related Work P2P systems based on reputation have been proposed in several works =-=[1]-=-, [2], [4], [5], [7]. In most of these 94 An Incentives Model Based on Reputation for P2P Systems Fig. 3. The proposed reputation architecture with participating peers, neighborhood and pool of manage",UNK_UNK
56807208,57511423,"on toward a global optimum, without sacrificing the search capabilities of the DE algorithm. The exploration and exploitation capabilities of different DE mutation strategies were studied in [21] and =-=[22]-=-, where it was shown that not all DE search operators have the same impact on the exploration/exploitation of the search space. Thus, the choice of the most efficient mutation operator can be cumberso",UNK_UNK
